Status,Predicted_Final_Status,Probability_Dropout,Probability_Graduate
Enrolled,Graduate,0.08376518687292202,0.916234813127078
Enrolled,Graduate,0.2468986215359663,0.7531013784640339
Enrolled,Graduate,0.050961284779930505,0.9490387152200694
Enrolled,Dropout,0.9669363849045991,0.03306361509540104
Enrolled,Graduate,0.03158540572781605,0.9684145942721839
Enrolled,Graduate,0.017976344862698564,0.9820236551373017
Enrolled,Graduate,0.09096558645739065,0.909034413542609
Enrolled,Graduate,0.2891651174486619,0.7108348825513378
Enrolled,Graduate,0.4234455707313978,0.5765544292686023
Enrolled,Graduate,0.12489352370397358,0.8751064762960264
Enrolled,Dropout,0.6915939900812558,0.3084060099187445
Enrolled,Graduate,0.31051275108424253,0.6894872489157574
Enrolled,Graduate,0.10864851496549356,0.8913514850345062
Enrolled,Graduate,0.3600884526437574,0.6399115473562424
Enrolled,Dropout,0.5565080609460697,0.44349193905393036
Enrolled,Dropout,0.7130064001664238,0.28699359983357636
Enrolled,Graduate,0.3798265747907907,0.6201734252092092
Enrolled,Graduate,0.23732711107297325,0.7626728889270264
Enrolled,Dropout,0.9801165120470842,0.01988348795291573
Enrolled,Dropout,0.6054551866909583,0.3945448133090418
Enrolled,Graduate,0.12833231646388663,0.8716676835361132
Enrolled,Graduate,0.22336682082591808,0.776633179174082
Enrolled,Dropout,0.6319724487976692,0.36802755120233094
Enrolled,Graduate,0.2637312233537872,0.7362687766462126
Enrolled,Graduate,0.42808010224139614,0.5719198977586036
Enrolled,Dropout,0.7000716688489869,0.29992833115101364
Enrolled,Graduate,0.06233223452899329,0.9376677654710069
Enrolled,Dropout,0.9066871955020906,0.09331280449790925
Enrolled,Graduate,0.30420714458084136,0.6957928554191587
Enrolled,Dropout,0.8930844947457287,0.10691550525427158
Enrolled,Graduate,0.4916844413978441,0.5083155586021558
Enrolled,Graduate,0.275467895390252,0.7245321046097479
Enrolled,Dropout,0.9683579086514872,0.031642091348512806
Enrolled,Dropout,0.8189262953878782,0.181073704612122
Enrolled,Graduate,0.11576365799086179,0.8842363420091381
Enrolled,Dropout,0.9503874195764691,0.049612580423530964
Enrolled,Graduate,0.30274439076771736,0.6972556092322826
Enrolled,Dropout,0.8788111802214875,0.12118881977851238
Enrolled,Dropout,0.860116832351238,0.13988316764876202
Enrolled,Graduate,0.06057432128185399,0.9394256787181458
Enrolled,Graduate,0.10689738815656288,0.8931026118434371
Enrolled,Graduate,0.41705301490820407,0.5829469850917957
Enrolled,Graduate,0.20608942196188798,0.7939105780381122
Enrolled,Graduate,0.09817040473150726,0.9018295952684929
Enrolled,Dropout,0.6344414173738712,0.3655585826261291
Enrolled,Dropout,0.5260583656611999,0.4739416343388002
Enrolled,Graduate,0.2978653441584437,0.7021346558415562
Enrolled,Graduate,0.2468922989919747,0.753107701008025
Enrolled,Dropout,0.7189293960958931,0.2810706039041074
Enrolled,Dropout,0.7709671575048418,0.2290328424951584
Enrolled,Graduate,0.19716100633503691,0.8028389936649629
Enrolled,Dropout,0.9060416965837491,0.09395830341625096
Enrolled,Dropout,0.9549443578158637,0.04505564218413633
Enrolled,Dropout,0.7623299990159509,0.23767000098404936
Enrolled,Dropout,0.6882124225138365,0.31178757748616365
Enrolled,Graduate,0.1448277777201104,0.8551722222798893
Enrolled,Dropout,0.7933304609644858,0.20666953903551438
Enrolled,Dropout,0.6599486833345537,0.34005131666544625
Enrolled,Dropout,0.6395409602283209,0.36045903977167904
Enrolled,Graduate,0.22719242312938415,0.7728075768706155
Enrolled,Dropout,0.9200301829012099,0.07996981709879034
Enrolled,Dropout,0.8798663451757,0.1201336548243002
Enrolled,Dropout,0.750216297416553,0.24978370258344715
Enrolled,Graduate,0.4530073246544056,0.5469926753455943
Enrolled,Graduate,0.3680854881633747,0.6319145118366255
Enrolled,Graduate,0.062269386663337666,0.9377306133366626
Enrolled,Graduate,0.3750703725719201,0.6249296274280799
Enrolled,Graduate,0.3275639664222074,0.6724360335777927
Enrolled,Graduate,0.1505047226876534,0.8494952773123468
Enrolled,Graduate,0.1385393289564666,0.8614606710435333
Enrolled,Graduate,0.10736717534065718,0.8926328246593429
Enrolled,Graduate,0.38868175584239895,0.6113182441576008
Enrolled,Graduate,0.32383107029058583,0.6761689297094139
Enrolled,Dropout,0.6550343711634583,0.34496562883654175
Enrolled,Dropout,0.837325584332418,0.16267441566758215
Enrolled,Dropout,0.7274903210506106,0.2725096789493895
Enrolled,Graduate,0.018106669798731042,0.9818933302012695
Enrolled,Dropout,0.7360572794600363,0.2639427205399638
Enrolled,Dropout,0.833089962452186,0.166910037547814
Enrolled,Graduate,0.49234325358720554,0.5076567464127945
Enrolled,Dropout,0.6736567619385366,0.32634323806146354
Enrolled,Dropout,0.7960118408085743,0.20398815919142577
Enrolled,Graduate,0.1456956225224852,0.8543043774775148
Enrolled,Graduate,0.43747526733840647,0.5625247326615934
Enrolled,Graduate,0.2650502472302305,0.7349497527697695
Enrolled,Dropout,0.5508048941176577,0.4491951058823421
Enrolled,Dropout,0.8697445117823867,0.13025548821761335
Enrolled,Graduate,0.17180852638110447,0.8281914736188953
Enrolled,Graduate,0.20596371348784126,0.7940362865121589
Enrolled,Graduate,0.133281054201374,0.8667189457986262
Enrolled,Graduate,0.4068143769269342,0.5931856230730657
Enrolled,Graduate,0.4684666863152605,0.5315333136847393
Enrolled,Graduate,0.34302166831878217,0.6569783316812179
Enrolled,Graduate,0.4012509889165063,0.5987490110834937
Enrolled,Dropout,0.9607811061923418,0.039218893807658424
Enrolled,Graduate,0.10808437066730041,0.8919156293326996
Enrolled,Graduate,0.22918593727015255,0.7708140627298474
Enrolled,Graduate,0.07561493645121961,0.9243850635487805
Enrolled,Graduate,0.46488300103618835,0.5351169989638117
Enrolled,Graduate,0.1614955673907534,0.8385044326092462
Enrolled,Graduate,0.24201275078614715,0.7579872492138526
Enrolled,Graduate,0.3905817649533636,0.6094182350466364
Enrolled,Dropout,0.6048157664800323,0.39518423351996773
Enrolled,Dropout,0.9560630046648501,0.043936995335150185
Enrolled,Dropout,0.7080981232056739,0.2919018767943264
Enrolled,Graduate,0.11767329068858212,0.8823267093114178
Enrolled,Dropout,0.6339519656881399,0.36604803431186034
Enrolled,Graduate,0.048606366547135516,0.9513936334528643
Enrolled,Graduate,0.41899840794460097,0.5810015920553989
Enrolled,Graduate,0.10317074373018521,0.8968292562698148
Enrolled,Dropout,0.6451452569936516,0.3548547430063485
Enrolled,Dropout,0.8637358879080387,0.13626411209196135
Enrolled,Dropout,0.7419007133652237,0.2580992866347765
Enrolled,Dropout,0.7160304932216407,0.2839695067783596
Enrolled,Graduate,0.10086610057250568,0.8991338994274948
Enrolled,Dropout,0.5917662217826415,0.4082337782173588
Enrolled,Dropout,0.9912337486052702,0.008766251394729646
Enrolled,Graduate,0.2805961615951778,0.7194038384048217
Enrolled,Graduate,0.3838693373704927,0.6161306626295072
Enrolled,Dropout,0.9148356812349622,0.08516431876503779
Enrolled,Dropout,0.9136498412281554,0.08635015877184493
Enrolled,Graduate,0.28898457716199794,0.7110154228380019
Enrolled,Dropout,0.9431480052082668,0.05685199479173324
Enrolled,Dropout,0.8311123644456008,0.1688876355543993
Enrolled,Graduate,0.2296895433010827,0.7703104566989172
Enrolled,Graduate,0.19443487320568328,0.8055651267943167
Enrolled,Graduate,0.27322361101758297,0.7267763889824168
Enrolled,Dropout,1.0,0.0
Enrolled,Dropout,0.836694021929884,0.163305978070116
Enrolled,Dropout,0.9657915449324871,0.03420845506751296
Enrolled,Dropout,0.9477917919419839,0.052208208058016195
Enrolled,Graduate,0.28063553693629173,0.7193644630637079
Enrolled,Dropout,0.7540610209606664,0.24593897903933362
Enrolled,Graduate,0.07482414426381921,0.9251758557361808
Enrolled,Dropout,0.7369500149813555,0.2630499850186446
Enrolled,Dropout,0.5382767000830153,0.46172329991698463
Enrolled,Graduate,0.029715373012581436,0.9702846269874186
Enrolled,Dropout,0.5103357517285012,0.48966424827149874
Enrolled,Dropout,0.523390818338173,0.47660918166182703
Enrolled,Graduate,0.310991944531283,0.6890080554687168
Enrolled,Graduate,0.2550484116168227,0.7449515883831771
Enrolled,Graduate,0.3568068891670906,0.6431931108329092
Enrolled,Dropout,0.803758724065642,0.19624127593435822
Enrolled,Dropout,0.7035305629233349,0.2964694370766651
Enrolled,Graduate,0.37195309253171494,0.6280469074682851
Enrolled,Graduate,0.059854320189720575,0.9401456798102795
Enrolled,Dropout,0.8838735097137472,0.11612649028625253
Enrolled,Graduate,0.3904300262619584,0.6095699737380416
Enrolled,Graduate,0.34474754060003127,0.6552524593999686
Enrolled,Dropout,0.7407331421598132,0.2592668578401869
Enrolled,Dropout,0.5112639778928432,0.488736022107157
Enrolled,Graduate,0.2715598704362803,0.7284401295637197
Enrolled,Graduate,0.44388012200803956,0.5561198779919603
Enrolled,Graduate,0.2788290429262993,0.7211709570737008
Enrolled,Dropout,0.784492276185756,0.21550772381424393
Enrolled,Graduate,0.12939113993676912,0.8706088600632309
Enrolled,Graduate,0.2701755644288745,0.7298244355711256
Enrolled,Graduate,0.35485463926276284,0.645145360737237
Enrolled,Graduate,0.26650761070356216,0.7334923892964375
Enrolled,Graduate,0.11261803645317779,0.887381963546822
Enrolled,Graduate,0.09353469129437542,0.9064653087056249
Enrolled,Graduate,0.25554742378202905,0.7444525762179708
Enrolled,Graduate,0.16879922598826877,0.831200774011731
Enrolled,Graduate,0.29425452709387395,0.7057454729061262
Enrolled,Graduate,0.03693358752677726,0.9630664124732228
Enrolled,Graduate,0.4439879727913803,0.5560120272086194
Enrolled,Dropout,0.9978255954183425,0.0021744045816575754
Enrolled,Dropout,0.9298086561902817,0.07019134380971817
Enrolled,Dropout,0.5258904919003843,0.4741095080996158
Enrolled,Dropout,0.51050202015865,0.4894979798413501
Enrolled,Graduate,0.1115995528612396,0.8884004471387603
Enrolled,Graduate,0.40396355876324225,0.5960364412367577
Enrolled,Graduate,0.11082855410493331,0.8891714458950666
Enrolled,Graduate,0.19418301226572093,0.8058169877342789
Enrolled,Dropout,0.869393831360246,0.13060616863975405
Enrolled,Graduate,0.44948818677431185,0.5505118132256879
Enrolled,Graduate,0.4031091229446003,0.5968908770553994
Enrolled,Graduate,0.10345115371855555,0.8965488462814445
Enrolled,Dropout,0.7682079667600625,0.2317920332399376
Enrolled,Dropout,0.7951661976294139,0.2048338023705862
Enrolled,Dropout,0.7016993177407651,0.29830068225923473
Enrolled,Graduate,0.4841003770718597,0.5158996229281403
Enrolled,Graduate,0.4988066215100755,0.5011933784899245
Enrolled,Graduate,0.12832348167176982,0.8716765183282302
Enrolled,Dropout,0.5565612398925458,0.4434387601074542
Enrolled,Graduate,0.0659783295637532,0.934021670436247
Enrolled,Dropout,0.6388836912655176,0.36111630873448297
Enrolled,Graduate,0.10839498540278925,0.8916050145972109
Enrolled,Graduate,0.0660075867357537,0.9339924132642462
Enrolled,Graduate,0.2207508364108833,0.7792491635891168
Enrolled,Dropout,0.8665685489607429,0.13343145103925727
Enrolled,Graduate,0.0651013605334775,0.9348986394665227
Enrolled,Graduate,0.3420812407937385,0.6579187592062614
Enrolled,Graduate,0.3804208844290775,0.6195791155709223
Enrolled,Dropout,0.5513724786393597,0.44862752136064044
Enrolled,Graduate,0.26960135840460364,0.7303986415953964
Enrolled,Graduate,0.09913464572642797,0.9008653542735717
Enrolled,Dropout,0.6628847845124116,0.33711521548758827
Enrolled,Graduate,0.49364155778364005,0.50635844221636
Enrolled,Graduate,0.1320138853452234,0.8679861146547762
Enrolled,Graduate,0.06393253114619994,0.9360674688538002
Enrolled,Dropout,0.8024116830622581,0.19758831693774262
Enrolled,Graduate,0.24786967702445295,0.752130322975547
Enrolled,Graduate,0.20453004601027666,0.7954699539897234
Enrolled,Graduate,0.19641527099338538,0.8035847290066145
Enrolled,Dropout,0.8706441884809105,0.12935581151908973
Enrolled,Graduate,0.3803642521308702,0.6196357478691294
Enrolled,Graduate,0.3636066700728219,0.636393329927178
Enrolled,Graduate,0.2486279416477283,0.7513720583522714
Enrolled,Graduate,0.3087068905629722,0.6912931094370275
Enrolled,Dropout,0.50200791185943,0.49799208814057
Enrolled,Dropout,0.7769468635978034,0.22305313640219662
Enrolled,Graduate,0.23595871064884805,0.7640412893511521
Enrolled,Graduate,0.289805770235148,0.7101942297648515
Enrolled,Graduate,0.46781051317745037,0.5321894868225495
Enrolled,Graduate,0.11793317147984363,0.8820668285201566
Enrolled,Dropout,0.6054912988214955,0.39450870117850473
Enrolled,Dropout,0.6571897880067559,0.342810211993244
Enrolled,Graduate,0.4082869632988115,0.5917130367011885
Enrolled,Graduate,0.3375101446519006,0.6624898553480991
Enrolled,Dropout,0.8553602385744054,0.14463976142559504
Enrolled,Dropout,0.7234246146803142,0.276575385319686
Enrolled,Graduate,0.47504275610885743,0.5249572438911425
Enrolled,Dropout,0.5917091952520073,0.40829080474799295
Enrolled,Dropout,0.9861489190745693,0.013851080925430885
Enrolled,Graduate,0.2476618464268814,0.7523381535731184
Enrolled,Graduate,0.37792399698185564,0.6220760030181446
Enrolled,Dropout,0.9814913658018773,0.018508634198122813
Enrolled,Graduate,0.17362645275352934,0.8263735472464708
Enrolled,Dropout,0.9003731279826407,0.09962687201735923
Enrolled,Graduate,0.13451779742104072,0.8654822025789591
Enrolled,Dropout,0.5232541240368342,0.476745875963166
Enrolled,Graduate,0.30762444572368486,0.6923755542763151
Enrolled,Dropout,0.6456335259036655,0.3543664740963348
Enrolled,Graduate,0.17045211741708502,0.8295478825829149
Enrolled,Dropout,0.7343076895541225,0.26569231044587777
Enrolled,Dropout,0.9001126764864267,0.09988732351357318
Enrolled,Graduate,0.4709548568980591,0.5290451431019408
Enrolled,Graduate,0.3840653284330107,0.6159346715669893
Enrolled,Graduate,0.11691032552958427,0.8830896744704155
Enrolled,Graduate,0.3170884860410415,0.6829115139589583
Enrolled,Dropout,0.7208199777366153,0.2791800222633849
Enrolled,Graduate,0.27841020904120267,0.721589790958797
Enrolled,Graduate,0.1012797741374451,0.8987202258625551
Enrolled,Graduate,0.13950842454310777,0.8604915754568924
Enrolled,Graduate,0.1586161557162046,0.8413838442837952
Enrolled,Graduate,0.020096460160239513,0.9799035398397605
Enrolled,Graduate,0.09079647871694811,0.9092035212830522
Enrolled,Dropout,0.8361342039845687,0.16386579601543144
Enrolled,Graduate,0.33709943464436437,0.6629005653556356
Enrolled,Graduate,0.17680543206141688,0.823194567938583
Enrolled,Dropout,0.6992470466636216,0.3007529533363786
Enrolled,Dropout,0.8317588806852264,0.16824111931477367
Enrolled,Dropout,0.7188970738720833,0.28110292612791704
Enrolled,Dropout,0.7324543750410903,0.2675456249589098
Enrolled,Graduate,0.07474299874746605,0.9252570012525339
Enrolled,Dropout,0.8028679511450078,0.19713204885499258
Enrolled,Graduate,0.24600997390531365,0.7539900260946861
Enrolled,Dropout,0.520871838088438,0.47912816191156216
Enrolled,Dropout,0.9257007185084373,0.07429928149156306
Enrolled,Dropout,0.9368097011107696,0.0631902988892307
Enrolled,Dropout,0.5123893842103153,0.4876106157896848
Enrolled,Graduate,0.3103426089080361,0.6896573910919638
Enrolled,Graduate,0.07892991582980123,0.9210700841701989
Enrolled,Dropout,0.684183184583487,0.3158168154165128
Enrolled,Dropout,0.5451580760388114,0.45484192396118867
Enrolled,Graduate,0.34150403373516364,0.6584959662648361
Enrolled,Dropout,0.9423640274988232,0.05763597250117702
Enrolled,Graduate,0.3733607892746021,0.626639210725398
Enrolled,Graduate,0.2714910178674106,0.7285089821325893
Enrolled,Dropout,0.610178617497858,0.3898213825021423
Enrolled,Dropout,0.9406598027145752,0.05934019728542479
Enrolled,Graduate,0.36825010009350667,0.6317498999064933
Enrolled,Dropout,0.7498725971383425,0.2501274028616574
Enrolled,Dropout,0.5756350447717568,0.4243649552282433
Enrolled,Dropout,0.755163674976452,0.24483632502354805
Enrolled,Graduate,0.11969807338206011,0.8803019266179399
Enrolled,Dropout,0.7930275377090823,0.2069724622909176
Enrolled,Dropout,0.6811265015252792,0.31887349847472113
Enrolled,Graduate,0.30412448479768484,0.6958755152023156
Enrolled,Dropout,0.5659384919292149,0.4340615080707851
Enrolled,Dropout,0.5600806223722018,0.4399193776277981
Enrolled,Graduate,0.17491163665566706,0.8250883633443327
Enrolled,Dropout,0.8749099511982235,0.1250900488017769
Enrolled,Graduate,0.34378203426492027,0.6562179657350797
Enrolled,Dropout,0.9683790725963322,0.031620927403667835
Enrolled,Dropout,0.9436593559922375,0.05634064400776242
Enrolled,Graduate,0.1268850136336365,0.8731149863663635
Enrolled,Graduate,0.24635549271026666,0.7536445072897333
Enrolled,Graduate,0.289258787336615,0.7107412126633844
Enrolled,Dropout,0.728167535503045,0.2718324644969555
Enrolled,Dropout,0.8814317451285039,0.1185682548714963
Enrolled,Dropout,0.9859008760878586,0.014099123912141734
Enrolled,Graduate,0.3800777818884023,0.6199222181115974
Enrolled,Dropout,0.8234811143353423,0.17651888566465787
Enrolled,Graduate,0.2446712967950422,0.7553287032049577
Enrolled,Dropout,0.8448803605442208,0.15511963945577928
Enrolled,Dropout,0.8385564548198412,0.16144354518015877
Enrolled,Graduate,0.46809255489402385,0.5319074451059762
Enrolled,Graduate,0.38778255540549805,0.6122174445945018
Enrolled,Dropout,0.7136884954803779,0.2863115045196223
Enrolled,Dropout,0.731619847361265,0.2683801526387349
Enrolled,Graduate,0.4591697412859263,0.5408302587140734
Enrolled,Graduate,0.33970257544626753,0.6602974245537324
Enrolled,Dropout,0.6766393592924462,0.32336064070755377
Enrolled,Dropout,0.7080522966414852,0.29194770335851516
Enrolled,Dropout,0.9210659949832641,0.07893400501673578
Enrolled,Graduate,0.2722765644844218,0.7277234355155778
Enrolled,Dropout,0.8502992798479513,0.14970072015204883
Enrolled,Dropout,0.7397257517580542,0.2602742482419458
Enrolled,Graduate,0.22634675096900528,0.7736532490309949
Enrolled,Dropout,0.5431968210277873,0.45680317897221284
Enrolled,Dropout,0.9929038410016343,0.007096158998365922
Enrolled,Graduate,0.30146017987341606,0.6985398201265838
Enrolled,Graduate,0.40255238255191333,0.5974476174480864
Enrolled,Graduate,0.05724792770922683,0.9427520722907733
Enrolled,Dropout,0.7410273498133633,0.2589726501866366
Enrolled,Dropout,0.5874998423530685,0.4125001576469315
Enrolled,Dropout,0.5550303623404512,0.44496963765954917
Enrolled,Graduate,0.16564713423635663,0.8343528657636434
Enrolled,Dropout,0.5799212887910976,0.42007871120890244
Enrolled,Graduate,0.429689650383659,0.5703103496163412
Enrolled,Dropout,0.503348290693482,0.49665170930651803
Enrolled,Graduate,0.1662747924359955,0.8337252075640044
Enrolled,Dropout,0.5752689604226406,0.42473103957735964
Enrolled,Graduate,0.45178540044841564,0.5482145995515845
Enrolled,Dropout,0.8110840009849524,0.18891599901504796
Enrolled,Dropout,0.6210938676838599,0.37890613231614056
Enrolled,Dropout,0.6672555714241296,0.3327444285758707
Enrolled,Graduate,0.26527970827150227,0.7347202917284976
Enrolled,Graduate,0.13961681236923135,0.8603831876307686
Enrolled,Dropout,0.7033214968038808,0.29667850319612005
Enrolled,Graduate,0.3728687302574832,0.6271312697425168
Enrolled,Graduate,0.44076132311923166,0.5592386768807682
Enrolled,Dropout,0.9702695615772355,0.02973043842276459
Enrolled,Graduate,0.20498815915147153,0.7950118408485284
Enrolled,Graduate,0.46586226697243566,0.5341377330275644
Enrolled,Dropout,0.8916729792603716,0.1083270207396284
Enrolled,Graduate,0.2831105800062673,0.7168894199937323
Enrolled,Dropout,0.5415363457660596,0.4584636542339402
Enrolled,Dropout,0.743024972353752,0.25697502764624786
Enrolled,Graduate,0.16619286965276442,0.8338071303472354
Enrolled,Dropout,0.9165600923320834,0.08343990766791681
Enrolled,Dropout,0.8502367043331516,0.14976329566684865
Enrolled,Dropout,0.5875896288553543,0.41241037114464585
Enrolled,Graduate,0.41636619963403915,0.5836338003659609
Enrolled,Dropout,0.7567234540422687,0.24327654595773188
Enrolled,Dropout,0.5017178381993568,0.49828216180064305
Enrolled,Dropout,0.8422994925768696,0.1577005074231306
Enrolled,Dropout,0.6054609735318849,0.394539026468115
Enrolled,Dropout,0.9994113078595839,0.0005886921404162785
Enrolled,Dropout,0.8718884839415747,0.12811151605842583
Enrolled,Dropout,0.831357741795461,0.16864225820453907
Enrolled,Graduate,0.09208239180713249,0.9079176081928678
Enrolled,Dropout,0.9187673385967337,0.08123266140326668
Enrolled,Dropout,0.956710061725791,0.04328993827420921
Enrolled,Graduate,0.07667486798942179,0.9233251320105781
Enrolled,Graduate,0.3907778497498956,0.6092221502501045
Enrolled,Dropout,0.7219517063016981,0.278048293698302
Enrolled,Dropout,0.6722063902708125,0.32779360972918764
Enrolled,Dropout,0.7663345511056303,0.23366544889436974
Enrolled,Graduate,0.29631537007043285,0.7036846299295668
Enrolled,Dropout,0.7683613225527561,0.23163867744724423
Enrolled,Dropout,0.8851221572092853,0.11487784279071472
Enrolled,Graduate,0.26559982833693435,0.7344001716630651
Enrolled,Dropout,0.6422287999303218,0.3577712000696783
Enrolled,Graduate,0.24835045161916475,0.7516495483808349
Enrolled,Graduate,0.0638544472071085,0.9361455527928917
Enrolled,Graduate,0.43556101553693805,0.5644389844630617
Enrolled,Graduate,0.06530004056228497,0.9346999594377151
Enrolled,Dropout,0.9941956913436134,0.005804308656386551
Enrolled,Graduate,0.1828239163261107,0.8171760836738892
Enrolled,Dropout,0.6530550982198864,0.34694490178011395
Enrolled,Dropout,0.526057835378839,0.4739421646211612
Enrolled,Dropout,0.9788540793016147,0.021145920698385272
Enrolled,Dropout,0.9527507119181725,0.047249288081827406
Enrolled,Graduate,0.3081468060492585,0.6918531939507415
Enrolled,Graduate,0.4763104073220933,0.5236895926779066
Enrolled,Dropout,0.5830399740986414,0.4169600259013587
Enrolled,Graduate,0.23799842507341437,0.7620015749265854
Enrolled,Dropout,0.7056846156818519,0.29431538431814835
Enrolled,Graduate,0.11753024336060584,0.8824697566393943
Enrolled,Dropout,0.7618469231924091,0.23815307680759135
Enrolled,Graduate,0.29042650979136236,0.7095734902086374
Enrolled,Dropout,0.9638856322121643,0.03611436778783575
Enrolled,Dropout,0.6936433228997625,0.3063566771002379
Enrolled,Dropout,0.7657131343543416,0.2342868656456588
Enrolled,Dropout,0.8773914904960303,0.12260850950396988
Enrolled,Graduate,0.3541645063460805,0.6458354936539196
Enrolled,Dropout,0.7093309730201974,0.2906690269798027
Enrolled,Graduate,0.140710843768914,0.8592891562310859
Enrolled,Dropout,0.7104677504935506,0.28953224950644957
Enrolled,Dropout,0.8991266663344549,0.10087333366554509
Enrolled,Dropout,0.673199062442622,0.32680093755737805
Enrolled,Dropout,0.6386940553956053,0.3613059446043948
Enrolled,Dropout,0.8039363780918837,0.19606362190811627
Enrolled,Graduate,0.09954449668414754,0.9004555033158526
Enrolled,Dropout,0.8972074417965922,0.10279255820340791
Enrolled,Dropout,0.7893867075145624,0.2106132924854379
Enrolled,Graduate,0.12531349763418603,0.8746865023658142
Enrolled,Dropout,0.8275212810919604,0.1724787189080396
Enrolled,Graduate,0.19540501622668402,0.8045949837733155
Enrolled,Dropout,0.7010101246589987,0.29898987534100147
Enrolled,Dropout,0.7797801150438899,0.22021988495611022
Enrolled,Dropout,0.7715577225722332,0.22844227742776715
Enrolled,Dropout,0.689566302728637,0.31043369727136316
Enrolled,Graduate,0.3680464360126843,0.6319535639873157
Enrolled,Dropout,0.8559443731907896,0.14405562680921055
Enrolled,Graduate,0.11093655681887583,0.8890634431811244
Enrolled,Dropout,0.6013656480347899,0.39863435196521013
Enrolled,Graduate,0.1967689686207244,0.8032310313792754
Enrolled,Dropout,0.7332313129077841,0.26676868709221613
Enrolled,Graduate,0.09142275010863764,0.9085772498913626
Enrolled,Dropout,0.8211590742349836,0.17884092576501676
Enrolled,Dropout,0.8416348681586256,0.1583651318413747
Enrolled,Graduate,0.34441608260201384,0.6555839173979857
Enrolled,Dropout,0.7244526619543729,0.27554733804562725
Enrolled,Dropout,0.9505098605888394,0.04949013941116082
Enrolled,Dropout,0.5222383523662197,0.47776164763378015
Enrolled,Graduate,0.3175476292510448,0.6824523707489556
Enrolled,Dropout,0.6624781540184904,0.3375218459815099
Enrolled,Dropout,0.653301184607173,0.3466988153928272
Enrolled,Dropout,0.9574854479254388,0.04251455207456116
Enrolled,Graduate,0.3376915121500225,0.6623084878499772
Enrolled,Dropout,0.5916897506780736,0.4083102493219265
Enrolled,Dropout,0.9433718285563729,0.05662817144362728
Enrolled,Graduate,0.4351539133443086,0.5648460866556914
Enrolled,Graduate,0.24301649771430112,0.7569835022856989
Enrolled,Dropout,0.8508559578056133,0.1491440421943867
Enrolled,Graduate,0.42992309512481075,0.5700769048751891
Enrolled,Graduate,0.029406299574227048,0.9705937004257731
Enrolled,Graduate,0.394006244066506,0.6059937559334941
Enrolled,Graduate,0.2577258439815177,0.7422741560184819
Enrolled,Graduate,0.21237385210981144,0.7876261478901884
Enrolled,Graduate,0.19268414703439593,0.807315852965604
Enrolled,Graduate,0.15121100474703855,0.8487889952529614
Enrolled,Graduate,0.14548055539752586,0.854519444602474
Enrolled,Graduate,0.15161553478221204,0.8483844652177879
Enrolled,Graduate,0.3995347771296268,0.6004652228703732
Enrolled,Dropout,0.6445756018629633,0.3554243981370368
Enrolled,Graduate,0.35911782580070695,0.6408821741992929
Enrolled,Dropout,0.9463828237261248,0.05361717627387527
Enrolled,Dropout,0.5889617107494554,0.41103828925054486
